,uid_archive,date,company_code,company,company_type,company_parent_code,company_parent,company_parent_country,sentiment,prominence,partnership,issue_code1,issue_name1,issue_code2,issue_name2,issue_code3,issue_name3,active_country_code1,active_country1,active_country_code2,active_country2,active_country_code3,active_country3,active_country_code4,active_country4,active_country_code5,active_country5,active_country_code6,active_country6,target_country_code1,target_country1,target_country_code2,target_country2,target_country_code3,target_country3,target_country_code4,target_country4,target_country_code5,target_country5,target_country_code6,target_country6,ngo_code1,ngo_name1,ngo_power1,ngo_country_code1,ngo_country1,ngo_code2,ngo_name2,ngo_power2,ngo_country_code2,ngo_country2,ngo_code3,ngo_name3,ngo_power3,ngo_country_code3,ngo_country3,ngo_code4,ngo_name4,ngo_power4,ngo_country_code4,ngo_country4,ngo_code5,ngo_name5,ngo_power5,ngo_country_code5,ngo_country5,country_code_corp,country_corp,corp_industry_sector_code1,corp_industry_sector1,corp_industry_sector_code2,corp_industry_sector2,corp_industry_sector_code3,corp_industry_sector3,isin_corporate_name_official,isin_corporate_name_cleaned,bloomberg_ticker,isin_1,isin_2,isin_3,industry_sector_code1,industry_sector1,industry_sector_code2,industry_sector2,industry_sector_code3,industry_sector3,industry_sector_code4,industry_sector4,report,link1,link2,link3,link4,link5
10,40622,2011-12-06,222,HSBC,Parent,222,HSBC,UK,-2.0,3,0,3309,"Tax havens, avoidance & financial transparency",3780.0,Overly low tax rates for multinationals,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,2575,UK Uncut,1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,HSBC Holdings PLC,HSBC   ,HSBC,GB0005405286,,,1336.0,Finance,1322.0,Retail,1320.0,"Electronics, Telecoms & Digital",,,"In the UK, the political activists UK Uncut are urging supporters to nominate a store or bank to be the target for direct action protests on Dec 17. UK Uncut is planning to use the day to protest against government cuts in services and reduced taxes for businesses and banks. The shortlst of targets currently being promoted by the group includes Vodafone, Boots, Barclays, HSBC, RBS, and Lloyds/Halifax but the frontrunner is Arcadia Group and its retail brands TopShop, Dorothy Perkins and Miss Selfridges.<br /><em>SIGWATCH comment: Arcadia has been a target of previous direct action protests which involve blockading stores to prevent them trading. As before, Uncut has timed its disruption for a saturday, and this time on perhaps the most important trading day before Christmas.</em><br />See",http://www.facebook.com/questions/271720999542502/?qa_ref=ssp,http://www.ukuncut.org.uk/blog/christmas-special,,,
11,40622,2011-12-06,364,Barclays Bank,Parent,364,Barclays Bank,UK,-2.0,3,0,3309,"Tax havens, avoidance & financial transparency",3780.0,Overly low tax rates for multinationals,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,2575,UK Uncut,1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Barclays PLC,Barclays  ,BACR,GB0031348658,,,1336.0,Finance,1322.0,Retail,1320.0,"Electronics, Telecoms & Digital",,,"In the UK, the political activists UK Uncut are urging supporters to nominate a store or bank to be the target for direct action protests on Dec 17. UK Uncut is planning to use the day to protest against government cuts in services and reduced taxes for businesses and banks. The shortlst of targets currently being promoted by the group includes Vodafone, Boots, Barclays, HSBC, RBS, and Lloyds/Halifax but the frontrunner is Arcadia Group and its retail brands TopShop, Dorothy Perkins and Miss Selfridges.<br /><em>SIGWATCH comment: Arcadia has been a target of previous direct action protests which involve blockading stores to prevent them trading. As before, Uncut has timed its disruption for a saturday, and this time on perhaps the most important trading day before Christmas.</em><br />See",http://www.facebook.com/questions/271720999542502/?qa_ref=ssp,http://www.ukuncut.org.uk/blog/christmas-special,,,
12,40622,2011-12-06,568,Lloyds Banking Group plc,Parent,568,Lloyds Banking Group plc,UK,-2.0,3,0,3309,"Tax havens, avoidance & financial transparency",3780.0,Overly low tax rates for multinationals,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,2575,UK Uncut,1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Lloyds Banking Group PLC,Lloyds Banking  ,LLOYDS,GB0008706128,,,1336.0,Finance,1322.0,Retail,1320.0,"Electronics, Telecoms & Digital",,,"In the UK, the political activists UK Uncut are urging supporters to nominate a store or bank to be the target for direct action protests on Dec 17. UK Uncut is planning to use the day to protest against government cuts in services and reduced taxes for businesses and banks. The shortlst of targets currently being promoted by the group includes Vodafone, Boots, Barclays, HSBC, RBS, and Lloyds/Halifax but the frontrunner is Arcadia Group and its retail brands TopShop, Dorothy Perkins and Miss Selfridges.<br /><em>SIGWATCH comment: Arcadia has been a target of previous direct action protests which involve blockading stores to prevent them trading. As before, Uncut has timed its disruption for a saturday, and this time on perhaps the most important trading day before Christmas.</em><br />See",http://www.facebook.com/questions/271720999542502/?qa_ref=ssp,http://www.ukuncut.org.uk/blog/christmas-special,,,
13,40607,2011-12-06,49,World Bank,Parent,49,World Bank,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
14,40607,2011-12-06,54,Bank of America,Parent,54,Bank of America,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,Bank of America Corp,Bank of America ,BAC,US0605051046,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
15,40607,2011-12-06,372,Citigroup,Parent,372,Citigroup,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,Citigroup,,,,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
16,40607,2011-12-06,373,JP Morgan Chase,Parent,373,JP Morgan Chase,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,JPMorgan Chase Co,JPMorgan Chase ,JPM,US46625H1005,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
17,40607,2011-12-06,376,Wells Fargo & Wachovia,Parent,376,Wells Fargo & Wachovia,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,Wells Fargo Co,Wells Fargo ,WFC,US9497461015,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
18,40607,2011-12-06,1109,"Goldman Sachs Group, Inc.",Parent,1109,"Goldman Sachs Group, Inc.",US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,Goldman Sachs Group Inc,Goldman Sachs ,GS,US38141G1040,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
19,40607,2011-12-06,1225,"Carlyle Group, L.P. ",Parent,1225,"Carlyle Group, L.P. ",US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
20,40607,2011-12-06,2416,Fidelity Investments / FMR LLC,Parent,2416,Fidelity Investments / FMR LLC,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
21,40607,2011-12-06,3705,Nasdaq Stock Market Inc.,Parent,3705,Nasdaq Stock Market Inc.,US,1.5523292064666747,2,0,3710,Illegitimate debt,3885.0,Speculation in agricultural commodities,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,3959,Occupy Palm Beach County,1.0,840,US,1041.0,Earth First,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,," such as labor conflicts, land struggles, famine, war, climate change, and ecological collapse. While noting that details of attendees to GAIM 2012 have not been made public, it highlighted past corporate attendees as worthy of protest including Bank of America, BP, Cargill, Corrections Corporation of America, Citibank, Fidelity Investments, Carlyle Group, Nasdaq Stock Market Inc., Goldman Sachs, Weyerhaeuser Company, JP Morgan, Wachovia, World Bank Group, and Koch Industries.<br />See",http://earthfirstnews.wordpress.com/2011/12/04/game-over-occupy-the-corporate-investors-shut-down-gaim-usa-2012/,,,,
22,40534,2011-12-01,170,BNP Paribas,Parent,170,BNP Paribas,France,0.4394950866699219,3,0,3287,Coal burning - air pollution,3789.0,Financial institutions funding power projects,,,36,Australia,,,,,,,,,,,36,Australia,,,,,,,,,,,469,Greenpeace Australia,2.5,36,Australia,,,,,,,,,,,,,,,,,,,,,250,France,1336.0,Finance,,,,,BNP Paribas SA,BNP Paribas ,BNP,FR0000131104,,,1336.0,Finance,1324.0,Coal,1325.0,Power generation,,,", is so vague as to be meaningless. It demanded ANZ emulate HSBC and BNP Paribas and demand a minimum standard of carbon efficiency for power plant projects.<br />See",http://www.greenpeace.org.au/climate/db_action.php,http://www.greenpeace.org/australia/en/news/climate/The-love-story-between-ANZ-and-coal-power-continues/ ,,,
23,40534,2011-12-01,222,HSBC,Parent,222,HSBC,UK,0.4394950866699219,3,0,3287,Coal burning - air pollution,3789.0,Financial institutions funding power projects,,,36,Australia,,,,,,,,,,,36,Australia,,,,,,,,,,,469,Greenpeace Australia,2.5,36,Australia,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,HSBC Holdings PLC,HSBC   ,HSBC,GB0005405286,,,1336.0,Finance,1324.0,Coal,1325.0,Power generation,,,", is so vague as to be meaningless. It demanded ANZ emulate HSBC and BNP Paribas and demand a minimum standard of carbon efficiency for power plant projects.<br />See",http://www.greenpeace.org.au/climate/db_action.php,http://www.greenpeace.org/australia/en/news/climate/The-love-story-between-ANZ-and-coal-power-continues/ ,,,
24,40520,2011-11-30,54,Bank of America,Parent,54,Bank of America,US,-2.0,2,0,3290,Coal mining - environment impact,3310.0,"Financial institutions & carbon, divestment",,,710,South Africa,276.0,Germany,,,,,,,,,392,Japan,840.0,US,999.0,EU-Brussels,,,,,,,1885,groundWork / FoE South Africa,2.5,710,South Africa,898.0,Urgewald,1.0,276.0,Germany,1775.0,Earthlife Africa,2.0,710.0,South Africa,,,,,,,,,,,840,US,1336.0,Finance,,,,,Bank of America Corp,Bank of America ,BAC,US0605051046,,,1336.0,Finance,1324.0,Coal,,,,," through their investments and commercial relationships with coal mining companies. They also claimedcoal financing almost doubledbetween 2005 and 2010.<br /><em>SIGWATCH comment: The NGOs also blamed Morgan Stanley, Barclays, Deutsche Bank, Royal Bank of Scotland (RBS), BNP Paribas, Credit Suisse, UBS, Goldman Sachs, Bank of China, Industrial and Commercial Bank of China, Credit Agricole / Calyon, UniCredit / HVB, China Construction Bank, Mitsubishi UFJ Financial Group, Societe Generale, Wells Fargo, and HSBC in decreasing order of responsibility.</em><br />See",http://www.banktrack.org/download/bankrolling_climate_change/climatekillerbanks_final_0.pdf ,http://www.banktrack.org/show/news/bankrolling_climate_change ,,,
25,40520,2011-11-30,167,Royal Bank of Scotland (RBS),Subsidiary,90,RBS Group,UK,-1.0,2,0,3290,Coal mining - environment impact,3310.0,"Financial institutions & carbon, divestment",,,710,South Africa,276.0,Germany,,,,,,,,,392,Japan,840.0,US,999.0,EU-Brussels,,,,,,,1885,groundWork / FoE South Africa,2.5,710,South Africa,898.0,Urgewald,1.0,276.0,Germany,1775.0,Earthlife Africa,2.0,710.0,South Africa,,,,,,,,,,,826,UK,1336.0,Finance,,,,,,,,,,,1336.0,Finance,1324.0,Coal,,,,," through their investments and commercial relationships with coal mining companies. They also claimedcoal financing almost doubledbetween 2005 and 2010.<br /><em>SIGWATCH comment: The NGOs also blamed Morgan Stanley, Barclays, Deutsche Bank, Royal Bank of Scotland (RBS), BNP Paribas, Credit Suisse, UBS, Goldman Sachs, Bank of China, Industrial and Commercial Bank of China, Credit Agricole / Calyon, UniCredit / HVB, China Construction Bank, Mitsubishi UFJ Financial Group, Societe Generale, Wells Fargo, and HSBC in decreasing order of responsibility.</em><br />See",http://www.banktrack.org/download/bankrolling_climate_change/climatekillerbanks_final_0.pdf ,http://www.banktrack.org/show/news/bankrolling_climate_change ,,,
